4938,東京都,小学校,千代田区立麹町小学校,436
4939,東京都,小学校,千代田区立九段小学校,358
4940,東京都,小学校,千代田区立番町小学校,353
4941,東京都,小学校,千代田区立富士見小学校,378
4942,東京都,小学校,千代田区立お茶の水小学校,261
4943,東京都,小学校,千代田区立千代田小学校,223
4944,東京都,小学校,千代田区立昌平小学校,240
4945,東京都,小学校,千代田区立和泉小学校,276
4946,東京都,小学校,中央区立常盤小学校,120
4947,東京都,小学校,中央区立日本橋小学校,338
4948,東京都,小学校,中央区立有馬小学校,455
4949,東京都,小学校,中央区立久松小学校,506
4950,東京都,小学校,中央区立阪本小学校,141
4951,東京都,小学校,中央区立城東小学校,129
4952,東京都,小学校,中央区立泰明小学校,340
4953,東京都,小学校,中央区立中央小学校,118
4954,東京都,小学校,中央区立明石小学校,257
4955,東京都,小学校,中央区立京橋築地小学校,330
4956,東京都,小学校,中央区立明正小学校,227
4957,東京都,小学校,中央区立佃島小学校,615
4958,東京都,小学校,中央区立月島第一小学校,327
4959,東京都,小学校,中央区立月島第二小学校,484
4960,東京都,小学校,中央区立月島第三小学校,456
4961,東京都,小学校,中央区立豊海小学校,546
4962,東京都,小学校,港区立御成門小学校,309
4963,東京都,小学校,港区立芝小学校,373
4964,東京都,小学校,港区立赤羽小学校,303
4965,東京都,小学校,港区立芝浦小学校,905
4966,東京都,小学校,港区立御田小学校,358
4967,東京都,小学校,港区立高輪台小学校,520
4968,東京都,小学校,港区立白金小学校,562
4969,東京都,小学校,港区立三光小学校,247
4970,東京都,小学校,港区立神応小学校,87
4971,東京都,小学校,港区立港南小学校,1070
4972,東京都,小学校,港区立麻布小学校,201
4973,東京都,小学校,港区立南山小学校,137
4974,東京都,小学校,港区立本村小学校,385
4975,東京都,小学校,港区立笄小学校,408
4976,東京都,小学校,港区立東町小学校,318
4977,東京都,小学校,港区立赤坂小学校,358
4978,東京都,小学校,港区立青山小学校,221
4979,東京都,小学校,港区立青南小学校,515
4980,東京都,小学校,港区立港陽小学校,335
4981,東京都,小学校,新宿区立愛日小学校,280
4982,東京都,小学校,新宿区立市谷小学校,466
4983,東京都,小学校,新宿区立牛込仲之小学校,275
4984,東京都,小学校,新宿区立江戸川小学校,115
4985,東京都,小学校,新宿区立大久保小学校,177
4986,東京都,小学校,新宿区立落合第一小学校,457
4987,東京都,小学校,新宿区立落合第二小学校,346
4988,東京都,小学校,新宿区立落合第三小学校,376
4989,東京都,小学校,新宿区立落合第四小学校,385
4990,東京都,小学校,新宿区立落合第五小学校,108
4991,東京都,小学校,新宿区立落合第六小学校,194
4992,東京都,小学校,新宿区立柏木小学校,329
4993,東京都,小学校,新宿区立津久戸小学校,294
4994,東京都,小学校,新宿区立鶴巻小学校,139
4995,東京都,小学校,新宿区立天神小学校,97
4996,東京都,小学校,新宿区立富久小学校,101
4997,東京都,小学校,新宿区立戸山小学校,349
4998,東京都,小学校,新宿区立戸塚第一小学校,387
4999,東京都,小学校,新宿区立戸塚第二小学校,209
5000,東京都,小学校,新宿区立戸塚第三小学校,173
5001,東京都,小学校,新宿区立西新宿小学校,211
5002,東京都,小学校,新宿区立西戸山小学校,481
5003,東京都,小学校,新宿区立花園小学校,156
5004,東京都,小学校,新宿区立東戸山小学校,258
5005,東京都,小学校,新宿区立四谷小学校,452
5006,東京都,小学校,新宿区立四谷第六小学校,269
5007,東京都,小学校,新宿区立余丁町小学校,377
5008,東京都,小学校,新宿区立淀橋第四小学校,310
5009,東京都,小学校,新宿区立早稲田小学校,485
5010,東京都,小学校,文京区立青柳小学校,388
5011,東京都,小学校,文京区立大塚小学校,149
5012,東京都,小学校,文京区立駕籠町小学校,270
5013,東京都,小学校,文京区立金富小学校,373
5014,東京都,小学校,文京区立窪町小学校,683
5015,東京都,小学校,文京区立小日向台町小学校,307
5016,東京都,小学校,文京区立駒本小学校,250
5017,東京都,小学校,文京区立指ヶ谷小学校,219
5018,東京都,小学校,文京区立汐見小学校,290
5019,東京都,小学校,文京区立昭和小学校,556
5020,東京都,小学校,文京区立誠之小学校,684
5021,東京都,小学校,文京区立関口台町小学校,428
5022,東京都,小学校,文京区立千駄木小学校,656
5023,東京都,小学校,文京区立根津小学校,235
5024,東京都,小学校,文京区立林町小学校,443
5025,東京都,小学校,文京区立本郷小学校,500
5026,東京都,小学校,文京区立明化小学校,321
5027,東京都,小学校,文京区立柳町小学校,426
5028,東京都,小学校,文京区立湯島小学校,269
5029,東京都,小学校,文京区立礫川小学校,286
5030,東京都,小学校,台東区立上野小学校,309
5031,東京都,小学校,台東区立平成小学校,174
5032,東京都,小学校,台東区立根岸小学校,593
5033,東京都,小学校,台東区立東泉小学校,289
5034,東京都,小学校,台東区立忍岡小学校,217
5035,東京都,小学校,台東区立谷中小学校,327
5036,東京都,小学校,台東区立金曾木小学校,414
5037,東京都,小学校,台東区立黒門小学校,316
5038,東京都,小学校,台東区立大正小学校,428
5039,東京都,小学校,台東区立浅草小学校,299
5040,東京都,小学校,台東区立台東育英小学校,329
5041,東京都,小学校,台東区立蔵前小学校,489
5042,東京都,小学校,台東区立東浅草小学校,337
5043,東京都,小学校,台東区立富士小学校,471
5044,東京都,小学校,台東区立松葉小学校,174
5045,東京都,小学校,台東区立千束小学校,212
5046,東京都,小学校,台東区立石浜小学校,255
5047,東京都,小学校,台東区立田原小学校,409
5048,東京都,小学校,台東区立金竜小学校,397
5049,東京都,小学校,墨田区立緑小学校,432
5050,東京都,小学校,墨田区立外手小学校,354
5051,東京都,小学校,墨田区立二葉小学校,596
5052,東京都,小学校,墨田区立錦糸小学校,225
5053,東京都,小学校,墨田区立中和小学校,199
5054,東京都,小学校,墨田区立言問小学校,214
5055,東京都,小学校,墨田区立小梅小学校,287
5056,東京都,小学校,墨田区立柳島小学校,559
5057,東京都,小学校,墨田区立業平小学校,381
5058,東京都,小学校,墨田区立両国小学校,518
5059,東京都,小学校,墨田区立横川小学校,435
5060,東京都,小学校,墨田区立菊川小学校,371
5061,東京都,小学校,墨田区立立花吾嬬の森小学校,358
5062,東京都,小学校,墨田区立第三吾嬬小学校,496
5063,東京都,小学校,墨田区立第四吾嬬小学校,179
5064,東京都,小学校,墨田区立第一寺島小学校,445
5065,東京都,小学校,墨田区立第二寺島小学校,576
5066,東京都,小学校,墨田区立第三寺島小学校,211
5067,東京都,小学校,墨田区立曳舟小学校,358
5068,東京都,小学校,墨田区立梅若小学校,325
5069,東京都,小学校,墨田区立中川小学校,205
5070,東京都,小学校,墨田区立東吾嬬小学校,312
5071,東京都,小学校,墨田区立堤小学校,97
5072,東京都,小学校,墨田区立押上小学校,503
5073,東京都,小学校,墨田区立八広小学校,588
5074,東京都,小学校,墨田区立隅田小学校,428
5075,東京都,小学校,江東区立明治小学校,929
5076,東京都,小学校,江東区立深川小学校,326
5077,東京都,小学校,江東区立八名川小学校,368
5078,東京都,小学校,江東区立臨海小学校,263
5079,東京都,小学校,江東区立越中島小学校,554
5080,東京都,小学校,江東区立数矢小学校,546
5081,東京都,小学校,江東区立平久小学校,516
5082,東京都,小学校,江東区立東陽小学校,558
5083,東京都,小学校,江東区立南陽小学校,744
5084,東京都,小学校,江東区立川南小学校,374
5085,東京都,小学校,江東区立扇橋小学校,357
5086,東京都,小学校,江東区立元加賀小学校,701
5087,東京都,小学校,江東区立毛利小学校,369
5088,東京都,小学校,江東区立東川小学校,297
5089,東京都,小学校,江東区立豊洲小学校,915
5090,東京都,小学校,江東区立豊洲北小学校,1129
5091,東京都,小学校,江東区立東雲小学校,718
5092,東京都,小学校,江東区立枝川小学校,716
5093,東京都,小学校,江東区立辰巳小学校,214
5094,東京都,小学校,江東区立第二辰巳小学校,610
5095,東京都,小学校,江東区立第一亀戸小学校,562
5096,東京都,小学校,江東区立第二亀戸小学校,363
5097,東京都,小学校,江東区立香取小学校,262
5098,東京都,小学校,江東区立浅間竪川小学校,935
5099,東京都,小学校,江東区立水神小学校,304
5100,東京都,小学校,江東区立第一大島小学校,465
5101,東京都,小学校,江東区立第二大島小学校,315
5102,東京都,小学校,江東区立第三大島小学校,569
5103,東京都,小学校,江東区立第四大島小学校,397
5104,東京都,小学校,江東区立第五大島小学校,371
5105,東京都,小学校,江東区立大島南央小学校,232
5106,東京都,小学校,江東区立砂町小学校,515
5107,東京都,小学校,江東区立第二砂町小学校,639
5108,東京都,小学校,江東区立第三砂町小学校,618
5109,東京都,小学校,江東区立第四砂町小学校,494
5110,東京都,小学校,江東区立第五砂町小学校,711
5111,東京都,小学校,江東区立第六砂町小学校,221
5112,東京都,小学校,江東区立第七砂町小学校,580
5113,東京都,小学校,江東区立小名木川小学校,428
5114,東京都,小学校,江東区立東砂小学校,209
5115,東京都,小学校,江東区立北砂小学校,475
5116,東京都,小学校,江東区立南砂小学校,469
5117,東京都,小学校,江東区立亀高小学校,308
5118,東京都,小学校,品川区立品川小学校,692
5119,東京都,小学校,品川区立城南小学校,327
5120,東京都,小学校,品川区立浅間台小学校,139
5121,東京都,小学校,品川区立三木小学校,282
5122,東京都,小学校,品川区立御殿山小学校,375
5123,東京都,小学校,品川区立城南第二小学校,517
5124,東京都,小学校,品川区立第一日野小学校,562
5125,東京都,小学校,品川区立芳水小学校,427
5126,東京都,小学校,品川区立第三日野小学校,615
5127,東京都,小学校,品川区立第四日野小学校,179
5128,東京都,小学校,品川区立大井第一小学校,767
5129,東京都,小学校,品川区立鮫浜小学校,150
5129,東京都,小学校,品川区立鮫浜小学校,150
5130,東京都,小学校,品川区立山中小学校,321
5131,東京都,小学校,品川区立立会小学校,593
5132,東京都,小学校,品川区立浜川小学校,385
